keyword,category,industry,source_sheets,search_intent,funnel_stage,primary_or_secondary,target_url,target_page_type,content_type,cluster,seasonality,priority,cannibalization_risk,status,reason
5 piece edtech employee welcome kit,Joining Kits,EdTech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/5-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/5-piece-corporate-gift-sets, with the industry angle covered on /industries/education-edtech. Building a page per permutation would create near-identical doorway pages."
5 piece personalized edtech employee welcome kit,Joining Kits,EdTech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/5-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/5-piece-corporate-gift-sets, with the industry angle covered on /industries/education-edtech. Building a page per permutation would create near-identical doorway pages."
6 piece corporate edtech joining kit,Joining Kits,EdTech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/6-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/6-piece-corporate-gift-sets, with the industry angle covered on /industries/education-edtech. Building a page per permutation would create near-identical doorway pages."
6 piece edtech employee welcome kit,Joining Kits,EdTech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/6-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/6-piece-corporate-gift-sets, with the industry angle covered on /industries/education-edtech. Building a page per permutation would create near-identical doorway pages."
6 piece personalized edtech employee welcome kit,Joining Kits,EdTech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/6-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/6-piece-corporate-gift-sets, with the industry angle covered on /industries/education-edtech. Building a page per permutation would create near-identical doorway pages."
Events / Conferences joining kit,Joining Kits,Events / Conferences,SEO Keywords,employee gifting,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
Finance / Investment joining kit,Joining Kits,Finance / Investment,SEO Keywords,employee gifting,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
3 piece corporate fintech joining kit,Joining Kits,Fintech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/3-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/3-piece-corporate-gift-sets, with the industry angle covered on /industries/fintech. Building a page per permutation would create near-identical doorway pages."
3 piece fintech employee welcome kit,Joining Kits,Fintech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/3-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/3-piece-corporate-gift-sets, with the industry angle covered on /industries/fintech. Building a page per permutation would create near-identical doorway pages."
3 piece personalized fintech employee welcome kit,Joining Kits,Fintech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/3-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/3-piece-corporate-gift-sets, with the industry angle covered on /industries/fintech. Building a page per permutation would create near-identical doorway pages."
4 piece corporate fintech joining kit,Joining Kits,Fintech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/4-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/4-piece-corporate-gift-sets, with the industry angle covered on /industries/fintech. Building a page per permutation would create near-identical doorway pages."
4 piece fintech employee welcome kit,Joining Kits,Fintech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/4-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/4-piece-corporate-gift-sets, with the industry angle covered on /industries/fintech. Building a page per permutation would create near-identical doorway pages."
4 piece personalized fintech employee welcome kit,Joining Kits,Fintech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/4-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/4-piece-corporate-gift-sets, with the industry angle covered on /industries/fintech. Building a page per permutation would create near-identical doorway pages."
5 piece corporate fintech joining kit,Joining Kits,Fintech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/5-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/5-piece-corporate-gift-sets, with the industry angle covered on /industries/fintech. Building a page per permutation would create near-identical doorway pages."
5 piece fintech employee welcome kit,Joining Kits,Fintech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/5-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/5-piece-corporate-gift-sets, with the industry angle covered on /industries/fintech. Building a page per permutation would create near-identical doorway pages."
5 piece personalized fintech employee welcome kit,Joining Kits,Fintech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/5-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/5-piece-corporate-gift-sets, with the industry angle covered on /industries/fintech. Building a page per permutation would create near-identical doorway pages."
6 piece corporate fintech joining kit,Joining Kits,Fintech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/6-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/6-piece-corporate-gift-sets, with the industry angle covered on /industries/fintech. Building a page per permutation would create near-identical doorway pages."
6 piece fintech employee welcome kit,Joining Kits,Fintech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/6-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/6-piece-corporate-gift-sets, with the industry angle covered on /industries/fintech. Building a page per permutation would create near-identical doorway pages."
6 piece personalized fintech employee welcome kit,Joining Kits,Fintech,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/6-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/6-piece-corporate-gift-sets, with the industry angle covered on /industries/fintech. Building a page per permutation would create near-identical doorway pages."
Government / PSU joining kit,Joining Kits,Government / PSU,SEO Keywords,employee gifting,none,none,,none,none,excluded,evergreen,4,none,not-targeted,Machine-generated concatenation of the industry label and a generic term (retains the source spreadsheet's ' / ' separator). Not a phrase anyone types into a search engine; targeting it would produce copy no reader benefits from.
3 piece corporate healthcare joining kit,Joining Kits,Healthcare,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/3-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/3-piece-corporate-gift-sets, with the industry angle covered on /industries/healthcare-pharma. Building a page per permutation would create near-identical doorway pages."
3 piece healthcare employee welcome kit,Joining Kits,Healthcare,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/3-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/3-piece-corporate-gift-sets, with the industry angle covered on /industries/healthcare-pharma. Building a page per permutation would create near-identical doorway pages."
3 piece personalized healthcare employee welcome kit,Joining Kits,Healthcare,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/3-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/3-piece-corporate-gift-sets, with the industry angle covered on /industries/healthcare-pharma. Building a page per permutation would create near-identical doorway pages."
4 piece corporate healthcare joining kit,Joining Kits,Healthcare,SEO Keywords + 3-6 Piece Keywords,employee gifting,bottom,supporting,/gift-sets/4-piece-corporate-gift-sets,collection-landing,landing page copy,gift-sets,evergreen,3,low,consolidated,"One of ~200 {3-6} x {industry} x {kit wording} permutations sharing a single intent. Consolidated onto /gift-sets/4-piece-corporate-gift-sets, with the industry angle covered on /industries/healthcare-pharma. Building a page per permutation would create near-identical doorway pages."
